Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
Drake Festival,2025-01-08,Madison Square Garden,Los Angeles,UK,Country,Billie Eilish,"Ed Sheeran, Billie Eilish, BTS",$173 - $234,Festival,63240,Cancelled,https://mockticketmaster.com/event/10577,Mock Promoter 3
Ed Sheeran Concert,2025-01-10,Sydney Opera House,Berlin,UK,Electronic,Adele,"Drake, Beyoncé",$36 - $215,Concert,2003,Scheduled,https://mockticketmaster.com/event/74749,Mock Promoter 7
Ed Sheeran Concert,2024-12-28,Hollywood Bowl,Los Angeles,Germany,Electronic,Beyoncé,The Weeknd,$30 - $468,Concert,60500,Postponed,https://mockticketmaster.com/event/73686,Mock Promoter 3
BTS Festival,2024-09-17,Sydney Opera House,Berlin,Germany,Hip Hop,Ed Sheeran,"Taylor Swift, Billie Eilish, Drake",$90 - $266,Festival,83083,Scheduled,https://mockticketmaster.com/event/65786,Mock Promoter 9
Billie Eilish Concert,2024-08-26,Madison Square Garden,Los Angeles,Australia,Jazz,The Weeknd,Drake,$37 - $429,Concert,15965,Postponed,https://mockticketmaster.com/event/21059,Mock Promoter 10
The Weeknd Festival,2024-12-06,O2 Arena,Sydney,UK,Hip Hop,Taylor Swift,,$132 - $301,Concert,89372,Postponed,https://mockticketmaster.com/event/55116,Mock Promoter 9
Drake Concert,2024-08-11,O2 Arena,Mumbai,India,Pop,Taylor Swift,"BTS, Ed Sheeran, The Weeknd",$102 - $475,Concert,48836,Scheduled,https://mockticketmaster.com/event/57481,Mock Promoter 8
Billie Eilish Festival,2024-12-16,Hollywood Bowl,Los Angeles,USA,R&B,BTS,,$173 - $206,Festival,97192,Scheduled,https://mockticketmaster.com/event/57402,Mock Promoter 1
Billie Eilish Concert,2024-10-27,Royal Albert Hall,Tokyo,Japan,Electronic,Drake,"Drake, Billie Eilish",$81 - $245,Festival,45654,Scheduled,https://mockticketmaster.com/event/20900,Mock Promoter 1
Ed Sheeran Festival,2025-01-19,Royal Albert Hall,Tokyo,USA,Classical,Adele,"The Weeknd, Drake",$101 - $242,Festival,48498,Cancelled,https://mockticketmaster.com/event/40890,Mock Promoter 9
Ed Sheeran Festival,2024-08-28,O2 Arena,New York,Japan,Hip Hop,Drake,Drake,$43 - $448,Concert,52260,Postponed,https://mockticketmaster.com/event/38376,Mock Promoter 7
Billie Eilish Festival,2024-12-27,Madison Square Garden,Mumbai,UK,Pop,Billie Eilish,Ed Sheeran,$119 - $452,Festival,65321,Scheduled,https://mockticketmaster.com/event/51996,Mock Promoter 5
Taylor Swift Concert,2024-11-15,Madison Square Garden,Mumbai,France,Pop,Taylor Swift,Drake,$33 - $352,Festival,87608,Postponed,https://mockticketmaster.com/event/42531,Mock Promoter 4
The Weeknd Festival,2024-09-18,O2 Arena,Tokyo,France,Jazz,Adele,,$34 - $252,Festival,10739,Rescheduled,https://mockticketmaster.com/event/61471,Mock Promoter 9
The Weeknd Festival,2024-11-21,Hollywood Bowl,Paris,UK,Jazz,Taylor Swift,Beyoncé,$84 - $263,Concert,46360,Cancelled,https://mockticketmaster.com/event/51138,Mock Promoter 8
The Weeknd Festival,2024-10-29,O2 Arena,Los Angeles,Australia,Country,Ed Sheeran,"BTS, Billie Eilish, Ed Sheeran",$81 - $270,Concert,62735,Scheduled,https://mockticketmaster.com/event/18722,Mock Promoter 5
Beyoncé Festival,2024-09-14,Royal Albert Hall,Sydney,USA,R&B,BTS,"Drake, Taylor Swift",$128 - $288,Concert,97718,Rescheduled,https://mockticketmaster.com/event/97778,Mock Promoter 2
Adele Festival,2024-09-16,Royal Albert Hall,Tokyo,Japan,Classical,Adele,"BTS, Beyoncé",$144 - $461,Festival,42995,Postponed,https://mockticketmaster.com/event/11289,Mock Promoter 2
The Weeknd Concert,2025-01-17,Hollywood Bowl,Tokyo,Australia,Country,Ed Sheeran,"The Weeknd, BTS",$87 - $249,Concert,63617,Scheduled,https://mockticketmaster.com/event/43359,Mock Promoter 8
Ed Sheeran Concert,2024-08-08,O2 Arena,Los Angeles,France,Pop,The Weeknd,,$100 - $232,Concert,1955,Cancelled,https://mockticketmaster.com/event/10318,Mock Promoter 6
Drake Festival,2024-09-15,O2 Arena,Mumbai,Australia,Country,Adele,"Adele, Ed Sheeran, Drake",$59 - $311,Festival,6809,Cancelled,https://mockticketmaster.com/event/27382,Mock Promoter 10
BTS Festival,2024-10-09,O2 Arena,Los Angeles,France,Pop,Beyoncé,"Beyoncé, Ed Sheeran",$198 - $258,Festival,10274,Rescheduled,https://mockticketmaster.com/event/68410,Mock Promoter 2
Taylor Swift Concert,2025-01-18,Madison Square Garden,London,UK,Rock,Taylor Swift,Ed Sheeran,$134 - $313,Festival,52954,Postponed,https://mockticketmaster.com/event/31148,Mock Promoter 9
Billie Eilish Festival,2024-12-19,Royal Albert Hall,Sydney,Germany,Pop,Drake,,$60 - $301,Concert,78593,Cancelled,https://mockticketmaster.com/event/24649,Mock Promoter 2
Adele Concert,2024-08-13,Royal Albert Hall,Berlin,France,R&B,The Weeknd,Beyoncé,$109 - $320,Concert,78201,Rescheduled,https://mockticketmaster.com/event/44673,Mock Promoter 5
Billie Eilish Concert,2024-12-27,Royal Albert Hall,Mumbai,Japan,Hip Hop,Ed Sheeran,,$95 - $404,Concert,57855,Rescheduled,https://mockticketmaster.com/event/63703,Mock Promoter 10
Adele Concert,2024-10-20,Sydney Opera House,Los Angeles,Australia,Rock,Taylor Swift,"The Weeknd, Drake",$55 - $281,Concert,63989,Postponed,https://mockticketmaster.com/event/48026,Mock Promoter 8
Billie Eilish Festival,2024-09-21,Madison Square Garden,Berlin,France,Rock,Billie Eilish,Ed Sheeran,$82 - $380,Festival,63428,Cancelled,https://mockticketmaster.com/event/74644,Mock Promoter 4
Taylor Swift Festival,2024-11-28,Madison Square Garden,Paris,India,Classical,Adele,,$59 - $452,Festival,9794,Postponed,https://mockticketmaster.com/event/44709,Mock Promoter 4
Taylor Swift Concert,2024-09-09,Royal Albert Hall,London,India,Country,Adele,"Drake, The Weeknd, Adele",$121 - $208,Concert,75906,Scheduled,https://mockticketmaster.com/event/86261,Mock Promoter 5
Ed Sheeran Concert,2024-08-26,Sydney Opera House,Tokyo,UK,Jazz,Beyoncé,BTS,$196 - $321,Festival,31156,Cancelled,https://mockticketmaster.com/event/34118,Mock Promoter 9
Drake Festival,2024-10-10,Hollywood Bowl,Mumbai,Japan,Classical,Adele,Taylor Swift,$152 - $441,Concert,49397,Rescheduled,https://mockticketmaster.com/event/88488,Mock Promoter 10
Billie Eilish Concert,2024-10-23,Royal Albert Hall,Sydney,Australia,Classical,Billie Eilish,Beyoncé,$64 - $256,Concert,24787,Rescheduled,https://mockticketmaster.com/event/81676,Mock Promoter 4
Taylor Swift Festival,2024-10-19,Hollywood Bowl,Tokyo,UK,Rock,Ed Sheeran,,$63 - $312,Festival,82333,Rescheduled,https://mockticketmaster.com/event/47742,Mock Promoter 9
Ed Sheeran Festival,2024-09-27,Sydney Opera House,New York,Australia,Hip Hop,Adele,BTS,$130 - $462,Concert,17125,Scheduled,https://mockticketmaster.com/event/50407,Mock Promoter 9
Taylor Swift Concert,2025-01-24,O2 Arena,Los Angeles,Australia,Rock,Drake,,$89 - $319,Festival,12612,Scheduled,https://mockticketmaster.com/event/34387,Mock Promoter 4
Billie Eilish Festival,2024-10-03,O2 Arena,London,India,Hip Hop,Adele,"The Weeknd, Beyoncé",$44 - $411,Festival,69608,Cancelled,https://mockticketmaster.com/event/30062,Mock Promoter 10
Ed Sheeran Festival,2024-08-28,Hollywood Bowl,Sydney,France,Classical,Drake,"Ed Sheeran, Billie Eilish",$60 - $333,Concert,72406,Cancelled,https://mockticketmaster.com/event/80872,Mock Promoter 1
Beyoncé Concert,2024-10-02,Sydney Opera House,London,Australia,R&B,Ed Sheeran,,$108 - $257,Festival,48196,Cancelled,https://mockticketmaster.com/event/57107,Mock Promoter 2
Beyoncé Festival,2024-12-27,Madison Square Garden,Los Angeles,India,Country,Adele,Drake,$133 - $415,Concert,69157,Rescheduled,https://mockticketmaster.com/event/94170,Mock Promoter 1
Taylor Swift Concert,2024-09-09,Madison Square Garden,Los Angeles,Australia,Country,Billie Eilish,Drake,$79 - $242,Concert,3682,Postponed,https://mockticketmaster.com/event/65371,Mock Promoter 4
Taylor Swift Festival,2025-01-18,Sydney Opera House,Los Angeles,Japan,Hip Hop,The Weeknd,"Taylor Swift, The Weeknd",$110 - $464,Concert,58483,Cancelled,https://mockticketmaster.com/event/34594,Mock Promoter 9
Beyoncé Concert,2024-12-07,Royal Albert Hall,Paris,India,Classical,Billie Eilish,Taylor Swift,$138 - $439,Concert,59491,Cancelled,https://mockticketmaster.com/event/60399,Mock Promoter 10
Beyoncé Concert,2024-12-22,Hollywood Bowl,Tokyo,India,Country,Taylor Swift,"Ed Sheeran, The Weeknd, Drake",$128 - $244,Festival,33814,Cancelled,https://mockticketmaster.com/event/29726,Mock Promoter 6
Billie Eilish Festival,2024-08-06,O2 Arena,Berlin,Japan,Country,Taylor Swift,"Adele, Beyoncé, The Weeknd",$180 - $260,Festival,87465,Scheduled,https://mockticketmaster.com/event/68229,Mock Promoter 5
Billie Eilish Festival,2024-10-19,Royal Albert Hall,Los Angeles,France,Rock,Drake,Billie Eilish,$121 - $304,Concert,46110,Postponed,https://mockticketmaster.com/event/90829,Mock Promoter 10
Taylor Swift Concert,2024-09-08,Hollywood Bowl,Berlin,India,Jazz,The Weeknd,,$55 - $337,Concert,68975,Cancelled,https://mockticketmaster.com/event/25294,Mock Promoter 6
Billie Eilish Concert,2024-09-16,Hollywood Bowl,Sydney,France,Electronic,Adele,Ed Sheeran,$33 - $291,Concert,27586,Postponed,https://mockticketmaster.com/event/81225,Mock Promoter 2
Ed Sheeran Festival,2024-10-16,Sydney Opera House,Los Angeles,Germany,R&B,Billie Eilish,Taylor Swift,$123 - $350,Concert,83624,Postponed,https://mockticketmaster.com/event/67838,Mock Promoter 7
Taylor Swift Festival,2024-08-11,Sydney Opera House,Sydney,Australia,Country,Adele,"Taylor Swift, Beyoncé",$69 - $399,Festival,23323,Cancelled,https://mockticketmaster.com/event/68681,Mock Promoter 10
Adele Concert,2025-01-08,O2 Arena,Paris,Japan,Jazz,Drake,The Weeknd,$132 - $337,Festival,30114,Scheduled,https://mockticketmaster.com/event/57806,Mock Promoter 8
Taylor Swift Concert,2025-01-05,Sydney Opera House,London,Japan,Jazz,BTS,"Billie Eilish, Adele, The Weeknd",$130 - $306,Concert,96700,Rescheduled,https://mockticketmaster.com/event/19482,Mock Promoter 1
Adele Concert,2025-01-25,Sydney Opera House,Berlin,Australia,Jazz,BTS,"The Weeknd, Drake, Billie Eilish",$174 - $400,Festival,94221,Cancelled,https://mockticketmaster.com/event/28890,Mock Promoter 1
Ed Sheeran Festival,2024-08-15,O2 Arena,Los Angeles,India,Jazz,Billie Eilish,"Taylor Swift, Beyoncé, Ed Sheeran",$166 - $373,Festival,91906,Scheduled,https://mockticketmaster.com/event/54543,Mock Promoter 6
Taylor Swift Festival,2024-10-23,Madison Square Garden,Los Angeles,USA,Rock,The Weeknd,"Drake, The Weeknd, Taylor Swift",$156 - $283,Concert,75643,Postponed,https://mockticketmaster.com/event/59711,Mock Promoter 3
The Weeknd Concert,2025-01-21,O2 Arena,London,India,Pop,Taylor Swift,"Beyoncé, Drake",$169 - $230,Festival,38129,Cancelled,https://mockticketmaster.com/event/49910,Mock Promoter 3
Ed Sheeran Festival,2025-01-10,Madison Square Garden,New York,Germany,Pop,Drake,,$145 - $306,Festival,32567,Scheduled,https://mockticketmaster.com/event/92655,Mock Promoter 6
Billie Eilish Concert,2024-11-20,Hollywood Bowl,Paris,France,Classical,BTS,,$67 - $359,Festival,27628,Rescheduled,https://mockticketmaster.com/event/36954,Mock Promoter 8
Drake Festival,2024-09-26,Sydney Opera House,New York,India,Hip Hop,Taylor Swift,,$156 - $397,Festival,49232,Rescheduled,https://mockticketmaster.com/event/20374,Mock Promoter 2
Beyoncé Concert,2024-10-13,Royal Albert Hall,Sydney,Japan,Classical,Beyoncé,,$122 - $398,Concert,8663,Rescheduled,https://mockticketmaster.com/event/70257,Mock Promoter 5
Beyoncé Festival,2025-01-25,Sydney Opera House,Mumbai,Australia,Pop,Beyoncé,BTS,$56 - $433,Festival,5725,Rescheduled,https://mockticketmaster.com/event/87366,Mock Promoter 4
Ed Sheeran Festival,2024-09-24,Madison Square Garden,New York,France,Electronic,The Weeknd,"Beyoncé, Taylor Swift, Billie Eilish",$21 - $260,Concert,87229,Scheduled,https://mockticketmaster.com/event/24802,Mock Promoter 6
Drake Concert,2024-10-11,Hollywood Bowl,Sydney,Australia,Country,Drake,"Billie Eilish, BTS, The Weeknd",$183 - $400,Concert,99507,Rescheduled,https://mockticketmaster.com/event/56669,Mock Promoter 3
Drake Concert,2025-01-16,Sydney Opera House,Mumbai,Japan,Country,Adele,Billie Eilish,$39 - $220,Concert,79409,Cancelled,https://mockticketmaster.com/event/94885,Mock Promoter 3
Ed Sheeran Festival,2025-01-12,Madison Square Garden,Sydney,UK,Country,Drake,"The Weeknd, Beyoncé, Adele",$73 - $235,Festival,26567,Postponed,https://mockticketmaster.com/event/68904,Mock Promoter 9
Billie Eilish Festival,2024-08-22,Sydney Opera House,Los Angeles,Germany,Classical,BTS,Taylor Swift,$82 - $244,Concert,72335,Rescheduled,https://mockticketmaster.com/event/12141,Mock Promoter 8
BTS Concert,2024-12-05,O2 Arena,Tokyo,Japan,Jazz,Beyoncé,,$120 - $322,Festival,5681,Cancelled,https://mockticketmaster.com/event/95259,Mock Promoter 7
Beyoncé Concert,2024-11-25,Hollywood Bowl,Berlin,Germany,Rock,Adele,"BTS, Ed Sheeran, Drake",$22 - $457,Concert,79733,Scheduled,https://mockticketmaster.com/event/99127,Mock Promoter 3
The Weeknd Festival,2024-09-14,Royal Albert Hall,Sydney,UK,Electronic,Ed Sheeran,,$87 - $275,Concert,48083,Cancelled,https://mockticketmaster.com/event/73543,Mock Promoter 2
Beyoncé Festival,2024-10-20,Madison Square Garden,Los Angeles,Japan,Jazz,Taylor Swift,"Billie Eilish, Beyoncé",$25 - $354,Concert,1241,Cancelled,https://mockticketmaster.com/event/13925,Mock Promoter 9
Taylor Swift Concert,2024-11-05,Royal Albert Hall,Tokyo,Germany,Hip Hop,BTS,"Taylor Swift, BTS",$36 - $271,Concert,29934,Rescheduled,https://mockticketmaster.com/event/12324,Mock Promoter 3
Beyoncé Festival,2024-09-18,O2 Arena,Berlin,France,Classical,Adele,,$88 - $446,Concert,67456,Scheduled,https://mockticketmaster.com/event/11530,Mock Promoter 4
BTS Concert,2024-08-17,O2 Arena,New York,Japan,R&B,Taylor Swift,"The Weeknd, Ed Sheeran, Adele",$90 - $475,Concert,26675,Rescheduled,https://mockticketmaster.com/event/24783,Mock Promoter 9
Taylor Swift Festival,2024-08-17,Royal Albert Hall,Los Angeles,France,Pop,Taylor Swift,"BTS, Taylor Swift, Ed Sheeran",$46 - $322,Concert,83053,Postponed,https://mockticketmaster.com/event/22533,Mock Promoter 5
The Weeknd Festival,2024-09-06,Royal Albert Hall,Berlin,Germany,Country,Drake,,$44 - $276,Concert,39108,Postponed,https://mockticketmaster.com/event/36855,Mock Promoter 5
Taylor Swift Festival,2024-09-02,Madison Square Garden,New York,UK,R&B,BTS,,$33 - $443,Festival,9049,Cancelled,https://mockticketmaster.com/event/31094,Mock Promoter 5
Adele Festival,2024-08-05,Sydney Opera House,Berlin,France,Rock,Drake,"Taylor Swift, Billie Eilish, Ed Sheeran",$190 - $350,Concert,32203,Scheduled,https://mockticketmaster.com/event/87166,Mock Promoter 9
Ed Sheeran Concert,2024-12-01,O2 Arena,Paris,France,Classical,Adele,"The Weeknd, Taylor Swift, BTS",$147 - $317,Concert,38336,Cancelled,https://mockticketmaster.com/event/92253,Mock Promoter 10
BTS Festival,2024-11-07,Royal Albert Hall,Berlin,Germany,Hip Hop,Adele,"Beyoncé, BTS",$172 - $462,Festival,19337,Cancelled,https://mockticketmaster.com/event/71924,Mock Promoter 8
BTS Festival,2024-09-15,Hollywood Bowl,Mumbai,USA,Pop,Beyoncé,"BTS, Ed Sheeran",$127 - $381,Festival,82967,Scheduled,https://mockticketmaster.com/event/69754,Mock Promoter 7
Drake Festival,2024-09-25,O2 Arena,London,India,Country,Billie Eilish,The Weeknd,$174 - $420,Festival,94396,Cancelled,https://mockticketmaster.com/event/78372,Mock Promoter 5
The Weeknd Festival,2024-08-07,Madison Square Garden,London,India,Classical,Drake,"Drake, Beyoncé",$26 - $352,Concert,45491,Cancelled,https://mockticketmaster.com/event/50060,Mock Promoter 2
Billie Eilish Festival,2024-11-15,Royal Albert Hall,Sydney,Japan,Classical,Adele,"Drake, BTS",$38 - $331,Festival,6850,Rescheduled,https://mockticketmaster.com/event/60912,Mock Promoter 10
Taylor Swift Festival,2024-08-18,O2 Arena,Tokyo,Japan,Classical,The Weeknd,The Weeknd,$161 - $321,Festival,19053,Postponed,https://mockticketmaster.com/event/25496,Mock Promoter 1
The Weeknd Concert,2024-11-03,Madison Square Garden,Los Angeles,UK,Classical,Adele,"BTS, Taylor Swift, Billie Eilish",$150 - $341,Festival,80368,Cancelled,https://mockticketmaster.com/event/85558,Mock Promoter 2
The Weeknd Festival,2024-09-18,Hollywood Bowl,Berlin,Germany,Country,The Weeknd,"Adele, Ed Sheeran",$31 - $449,Festival,50028,Scheduled,https://mockticketmaster.com/event/83170,Mock Promoter 2
Billie Eilish Concert,2024-08-17,O2 Arena,Sydney,Australia,R&B,Billie Eilish,"BTS, Drake, Adele",$176 - $211,Concert,90985,Cancelled,https://mockticketmaster.com/event/62873,Mock Promoter 6
Taylor Swift Concert,2024-12-20,Madison Square Garden,Paris,Japan,Country,Adele,,$88 - $334,Concert,12149,Cancelled,https://mockticketmaster.com/event/92840,Mock Promoter 3
The Weeknd Concert,2024-08-02,Hollywood Bowl,New York,Japan,Jazz,Ed Sheeran,,$24 - $447,Concert,51559,Postponed,https://mockticketmaster.com/event/43654,Mock Promoter 6
Beyoncé Concert,2024-09-18,Hollywood Bowl,Los Angeles,Germany,Hip Hop,Billie Eilish,,$176 - $218,Festival,42585,Scheduled,https://mockticketmaster.com/event/98860,Mock Promoter 4
Billie Eilish Concert,2024-09-28,Sydney Opera House,Paris,Germany,Jazz,The Weeknd,Adele,$151 - $238,Festival,68366,Cancelled,https://mockticketmaster.com/event/56556,Mock Promoter 8
Adele Concert,2024-10-23,Royal Albert Hall,Los Angeles,Australia,Jazz,Drake,"Beyoncé, Ed Sheeran, Taylor Swift",$102 - $471,Concert,50693,Cancelled,https://mockticketmaster.com/event/64757,Mock Promoter 2
The Weeknd Festival,2024-10-27,Sydney Opera House,Mumbai,Australia,Rock,Drake,"Ed Sheeran, BTS",$132 - $219,Festival,51213,Postponed,https://mockticketmaster.com/event/48146,Mock Promoter 8
Ed Sheeran Concert,2024-09-24,O2 Arena,Berlin,India,Hip Hop,Taylor Swift,Adele,$176 - $491,Festival,48709,Scheduled,https://mockticketmaster.com/event/29688,Mock Promoter 6
Taylor Swift Concert,2024-12-06,Sydney Opera House,Mumbai,India,Jazz,Taylor Swift,"Taylor Swift, Ed Sheeran, Billie Eilish",$143 - $404,Concert,38024,Rescheduled,https://mockticketmaster.com/event/97313,Mock Promoter 2
Adele Concert,2024-10-27,Madison Square Garden,Paris,UK,Electronic,Drake,"Taylor Swift, Adele, Drake",$67 - $247,Festival,7777,Postponed,https://mockticketmaster.com/event/97108,Mock Promoter 1
Beyoncé Concert,2024-09-24,Sydney Opera House,Sydney,Germany,R&B,Drake,"Ed Sheeran, Beyoncé, Taylor Swift",$161 - $369,Festival,75237,Postponed,https://mockticketmaster.com/event/60781,Mock Promoter 2
The Weeknd Concert,2024-09-02,O2 Arena,Paris,USA,Hip Hop,The Weeknd,,$194 - $468,Festival,75245,Rescheduled,https://mockticketmaster.com/event/11532,Mock Promoter 6
Billie Eilish Festival,2024-09-02,Hollywood Bowl,Tokyo,Japan,Classical,Billie Eilish,,$127 - $449,Concert,82836,Cancelled,https://mockticketmaster.com/event/90527,Mock Promoter 2
Beyoncé Concert,2024-12-29,Sydney Opera House,Paris,UK,Country,Taylor Swift,Beyoncé,$141 - $422,Concert,62294,Scheduled,https://mockticketmaster.com/event/15774,Mock Promoter 8
Taylor Swift Festival,2024-10-23,O2 Arena,New York,Australia,Classical,BTS,"BTS, Ed Sheeran",$70 - $451,Festival,56843,Cancelled,https://mockticketmaster.com/event/40768,Mock Promoter 4
Adele Concert,2024-08-27,Sydney Opera House,Berlin,Germany,Country,Beyoncé,,$102 - $406,Concert,21811,Postponed,https://mockticketmaster.com/event/80229,Mock Promoter 5
Adele Festival,2024-12-05,O2 Arena,New York,UK,Classical,Drake,"BTS, Ed Sheeran",$32 - $260,Concert,62643,Scheduled,https://mockticketmaster.com/event/16575,Mock Promoter 7
Ed Sheeran Concert,2025-01-20,Royal Albert Hall,London,Australia,Pop,Taylor Swift,"Drake, BTS, The Weeknd",$165 - $429,Concert,76070,Scheduled,https://mockticketmaster.com/event/47516,Mock Promoter 5
Adele Festival,2025-01-13,Royal Albert Hall,Mumbai,Australia,Classical,BTS,"Drake, The Weeknd",$87 - $258,Concert,55669,Scheduled,https://mockticketmaster.com/event/94028,Mock Promoter 5
The Weeknd Festival,2024-11-25,O2 Arena,Berlin,France,Country,Ed Sheeran,"Beyoncé, Ed Sheeran",$123 - $238,Festival,20469,Scheduled,https://mockticketmaster.com/event/81876,Mock Promoter 6
